order_item_id,order_id,product_id,quantity,unit_price_cents,discount_pct
3278,1082,132,1,29436,10
3279,1083,3,3,4862,0
3280,1084,54,2,23925,10
3281,1084,57,2,43577,10
3282,1084,40,3,8292,10
3283,1084,89,3,32102,0
3284,1084,137,2,98300,20
3285,1085,13,2,6575,10
3286,1085,76,3,21281,20
3287,1085,89,1,32102,5
3288,1085,5,2,12605,5
3289,1086,80,3,25826,10
3290,1086,11,2,12063,5
3291,1086,62,2,12613,0
3292,1087,1,2,22303,10
3293,1087,118,3,2198,5
3294,1087,14,1,34891,10
3295,1087,21,3,22149,20
3296,1088,144,2,6276,20
3297,1088,149,1,21714,20
3298,1089,54,3,23925,0
3299,1089,4,2,9654,0
3300,1089,117,1,16602,0
3301,1089,22,3,7737,15
3302,1089,88,2,2914,0
3303,1090,96,2,31762,0
3304,1090,26,3,19472,15
3305,1091,65,1,4314,20
3306,1092,136,3,18015,5
3307,1093,25,2,21576,20
3308,1093,94,1,24419,10
3309,1093,48,2,4231,15
3310,1094,44,1,35472,5
3311,1094,141,3,20886,0
3312,1094,144,1,6276,0
3313,1095,51,3,17314,15
3314,1095,131,3,18705,0
3315,1096,99,1,10798,5
3316,1096,53,1,6141,0
3317,1096,12,3,8038,0
3318,1097,84,2,13163,0
3319,1098,129,3,22197,10
3320,1098,134,3,3277,20
3321,1099,66,2,14182,0
3322,1099,83,1,4219,20
3323,1099,145,1,2749,0
3324,1100,91,3,4612,0
3325,1100,111,1,5235,5
3326,1100,21,2,22149,15
3327,1101,25,3,21576,10
3328,1101,38,3,61947,20
3329,1102,34,3,19613,20
3330,1102,49,1,5982,0
3331,1102,57,1,43577,0
3332,1103,147,1,7155,0
3333,1103,80,2,25826,0
3334,1103,149,3,21714,0
3335,1103,27,2,5124,15
3336,1103,109,1,7325,0
3337,1104,12,3,8038,0
3338,1104,128,2,8256,0
3339,1104,96,3,31762,10
3340,1104,109,1,7325,0
3341,1105,128,1,8256,15
3342,1106,141,2,20886,10
3343,1107,105,3,5388,0
3344,1107,52,2,10374,0
3345,1108,34,2,19613,15
3346,1108,115,3,3558,5
3347,1109,35,3,3958,0
3348,1109,50,1,76133,15
3349,1109,32,1,34048,0
3350,1110,74,3,5168,0
3351,1110,30,3,64462,0
3352,1111,55,1,11943,15
3353,1111,122,3,5675,20
3354,1111,39,1,11179,20
3355,1112,74,2,5168,0
3356,1112,121,1,31449,20
3357,1112,54,3,23925,20
3358,1112,40,3,8292,0
3359,1112,55,2,11943,5
3360,1113,43,2,69132,0
3361,1113,17,2,22827,0
3362,1113,125,2,106692,0
3363,1113,142,2,7481,0
3364,1114,124,2,802,0
3365,1115,73,2,4391,0
3366,1115,44,1,35472,20
3367,1115,130,1,3932,15
3368,1115,59,2,11729,5
3369,1116,99,3,10798,0
3370,1116,141,2,20886,20
3371,1116,69,3,1763,10
3372,1117,68,1,21251,15
3373,1117,66,2,14182,10
3374,1117,143,1,3379,0
3375,1118,1,1,22303,0
3376,1118,131,3,18705,0
3377,1118,52,3,10374,20
3378,1119,108,1,83584,5
3379,1119,95,2,5785,10
3380,1120,65,1,4314,5
3381,1120,144,3,6276,0
3382,1120,89,3,32102,0
3383,1120,134,1,3277,10
3384,1121,111,3,5235,10
3385,1121,144,2,6276,15
3386,1121,20,1,12448,0
3387,1121,28,3,5795,0
3388,1122,110,1,1902,0
3389,1122,32,1,34048,10
3390,1122,75,1,15710,0
3391,1122,123,2,5135,20
3392,1122,56,3,39996,10
3393,1123,2,1,4027,20
3394,1123,133,2,7704,0
3395,1124,1,2,22303,20
3396,1124,117,2,16602,10
3397,1124,93,3,44770,0
3398,1125,52,1,10374,15
3399,1125,47,1,26189,15
3400,1125,43,1,69132,0
3401,1126,60,3,87675,15
3402,1126,37,1,13473,0
3403,1126,9,3,10988,20
3404,1126,32,2,34048,20
3405,1127,2,3,4027,0
3406,1127,46,3,24848,20
3407,1127,100,2,10475,0
3408,1127,9,1,10988,20
3409,1128,62,3,12613,10
3410,1128,45,3,4793,10
3411,1128,72,3,56852,10
3412,1128,141,2,20886,5
3413,1129,47,2,26189,10
3414,1129,121,1,31449,15
3415,1129,75,1,15710,0
3416,1129,84,2,13163,0
3417,1130,35,1,3958,0
3418,1131,37,1,13473,20
3419,1131,15,1,4792,0
3420,1131,140,1,13494,10
3421,1131,49,3,5982,10
3422,1131,145,1,2749,0
3423,1132,89,1,32102,0
3424,1132,148,2,23262,5
3425,1132,37,1,13473,0
3426,1133,20,3,12448,20
3427,1133,116,2,49805,5
3428,1133,147,1,7155,15
3429,1133,22,2,7737,20
3430,1134,8,1,7533,0
3431,1135,131,2,18705,20
3432,1135,27,3,5124,15
3433,1136,94,2,24419,15
3434,1136,84,1,13163,20
3435,1137,147,1,7155,10
3436,1138,41,1,62050,20
3437,1139,128,2,8256,0
3438,1139,12,1,8038,10
3439,1139,137,1,98300,0
3440,1139,119,3,5947,0
3441,1140,140,1,13494,5
3442,1140,74,2,5168,10
3443,1140,143,1,3379,0
3444,1141,14,1,34891,20
3445,1141,97,3,31743,5
3446,1141,83,3,4219,0
3447,1142,56,3,39996,0
3448,1142,65,1,4314,20
3449,1142,111,3,5235,20
3450,1142,125,3,106692,20
3451,1143,34,2,19613,0
3452,1144,48,2,4231,0
3453,1144,148,3,23262,0
3454,1144,129,2,22197,15
3455,1145,42,1,12253,15
3456,1145,18,2,69910,10
3457,1146,43,2,69132,20
3458,1146,6,3,2386,0
3459,1146,66,2,14182,15
3460,1147,126,1,44365,20
3461,1148,100,1,10475,5
3462,1148,78,1,25106,15
3463,1148,12,3,8038,0
3464,1149,23,2,12370,5
3465,1150,143,2,3379,0
3466,1150,137,3,98300,15
3467,1150,6,3,2386,10
3468,1150,60,1,87675,20
3469,1150,29,2,5679,0
3470,1151,11,2,12063,0
3471,1151,78,1,25106,0
3472,1151,16,1,11167,20
3473,1152,34,1,19613,20
3474,1152,107,1,2852,0
3475,1152,59,1,11729,15
3476,1153,53,1,6141,10
3477,1154,109,1,7325,0
3478,1154,86,2,5085,20
3479,1155,135,3,4575,20
3480,1155,87,2,6253,20
3481,1155,105,3,5388,15
3482,1155,26,3,19472,0
3483,1155,126,1,44365,0
3484,1156,89,2,32102,0
3485,1157,89,3,32102,0
3486,1157,128,3,8256,0
3487,1157,135,3,4575,5
3488,1157,71,1,6424,10
3489,1158,21,2,22149,10
3490,1159,78,2,25106,0
3491,1159,60,1,87675,10
3492,1159,63,1,32668,20
3493,1159,107,2,2852,0
3494,1159,143,1,3379,20
3495,1160,123,2,5135,0
3496,1160,74,2,5168,0
3497,1161,145,2,2749,0
3498,1161,110,2,1902,5
3499,1161,12,2,8038,5
3500,1161,97,3,31743,0
3501,1161,6,3,2386,15
3502,1162,52,1,10374,10
3503,1163,42,3,12253,0
3504,1163,124,1,802,0
3505,1163,20,1,12448,0
3506,1163,86,2,5085,0
3507,1164,29,3,5679,20
3508,1164,132,2,29436,0
3509,1164,116,3,49805,0
3510,1164,39,1,11179,0
3511,1164,56,2,39996,10
3512,1165,64,3,11154,10
3513,1165,130,1,3932,5
3514,1165,148,1,23262,0
3515,1166,99,2,10798,15
3516,1167,49,2,5982,10
3517,1167,5,1,12605,5
3518,1167,123,3,5135,15
3519,1168,101,3,104734,0
3520,1168,79,1,7718,10
3521,1168,149,2,21714,10
3522,1168,124,2,802,15
3523,1168,24,3,22479,0
3524,1169,83,1,4219,20
3525,1169,52,1,10374,0
3526,1169,47,1,26189,20
3527,1169,51,2,17314,5
3528,1169,29,3,5679,10
3529,1170,42,2,12253,0
3530,1170,107,3,2852,5
3531,1170,32,1,34048,15
3532,1170,125,1,106692,0
3533,1171,96,2,31762,20
3534,1171,66,1,14182,0
3535,1171,141,2,20886,15
3536,1171,38,1,61947,0
3537,1171,5,3,12605,10
3538,1172,95,1,5785,20
3539,1172,147,3,7155,5
3540,1172,40,3,8292,5
3541,1172,119,2,5947,5
3542,1172,72,3,56852,0
3543,1173,51,2,17314,10
3544,1173,143,2,3379,20
3545,1174,41,3,62050,0
3546,1174,65,1,4314,20
3547,1174,83,1,4219,5
3548,1174,138,1,5435,0
3549,1174,73,1,4391,15
3550,1175,31,2,18801,10
3551,1176,7,2,1137,10
3552,1176,14,1,34891,10
3553,1176,18,3,69910,0
3554,1177,15,1,4792,20
3555,1177,124,3,802,10
3556,1177,110,1,1902,20
3557,1178,59,1,11729,5
3558,1178,75,2,15710,5
3559,1178,73,3,4391,0
3560,1179,111,1,5235,10
3561,1179,36,1,6799,15
3562,1179,38,2,61947,15
3563,1179,92,3,1168,20
3564,1180,19,3,8855,10
3565,1180,71,2,6424,0
3566,1180,6,1,2386,0
3567,1180,107,1,2852,5
3568,1180,142,1,7481,0
3569,1181,108,3,83584,0
3570,1181,29,2,5679,0
3571,1181,127,1,7024,20
3572,1182,30,3,64462,15
3573,1182,59,2,11729,0
3574,1182,116,2,49805,5
3575,1182,64,3,11154,10
3576,1183,147,2,7155,0
3577,1184,14,2,34891,10
3578,1184,39,1,11179,20
3579,1184,107,1,2852,5
3580,1185,68,2,21251,5
3581,1185,28,3,5795,0
3582,1186,46,3,24848,0
3583,1186,50,2,76133,20
3584,1186,21,3,22149,10
3585,1186,4,1,9654,0
3586,1186,44,3,35472,0
3587,1187,147,2,7155,20
3588,1187,91,1,4612,20
3589,1187,133,3,7704,0
3590,1187,120,1,22987,20
3591,1187,63,3,32668,0
3592,1188,123,2,5135,15
3593,1188,6,1,2386,5
3594,1188,134,2,3277,15
3595,1188,147,1,7155,5
3596,1188,117,2,16602,0
3597,1189,1,1,22303,0
3598,1189,101,3,104734,20
3599,1189,146,1,2879,0
3600,1190,97,2,31743,0
3601,1190,4,3,9654,0
3602,1190,89,2,32102,10
3603,1190,146,1,2879,15
3604,1191,38,3,61947,10
3605,1191,87,3,6253,20
3606,1191,107,3,2852,0
3607,1191,124,1,802,5
3608,1191,12,3,8038,10
3609,1192,11,1,12063,10
3610,1192,88,3,2914,15
3611,1193,36,3,6799,10
3612,1193,80,3,25826,10
3613,1193,90,3,2547,0
3614,1194,25,3,21576,5
3615,1194,95,2,5785,5
3616,1194,48,2,4231,0
3617,1194,64,3,11154,20
3618,1195,21,3,22149,10
3619,1195,18,2,69910,5
3620,1195,126,3,44365,0
3621,1195,134,3,3277,10
3622,1196,140,3,13494,0
3623,1196,53,3,6141,10
3624,1196,134,2,3277,15
3625,1197,99,3,10798,0
3626,1197,15,1,4792,15
3627,1198,11,2,12063,10
3628,1198,8,1,7533,20
3629,1198,34,3,19613,0
3630,1198,45,2,4793,0
3631,1199,106,1,8943,15
3632,1199,53,1,6141,15
3633,1199,38,1,61947,15
3634,1199,94,3,24419,15
3635,1199,79,3,7718,20
3636,1200,28,1,5795,15
3637,1200,91,3,4612,0
3638,1200,109,1,7325,10
3639,1200,45,2,4793,15
3640,1200,70,2,23703,0
3641,1201,59,1,11729,20
3642,1201,91,3,4612,0
3643,1201,143,3,3379,15
3644,1201,99,2,10798,0
3645,1201,28,2,5795,0
3646,1202,5,3,12605,0
3647,1202,86,2,5085,0
3648,1202,132,1,29436,0
3649,1203,131,3,18705,20
3650,1203,45,3,4793,0
3651,1203,14,3,34891,0
3652,1203,53,2,6141,20
3653,1204,24,2,22479,0
3654,1204,87,2,6253,20
3655,1204,79,2,7718,0
3656,1205,115,3,3558,20
3657,1205,129,3,22197,0
3658,1206,72,1,56852,15
3659,1207,48,3,4231,10
3660,1207,124,1,802,15
3661,1207,104,3,1014,10
3662,1208,73,2,4391,0
3663,1209,38,3,61947,20
3664,1209,88,2,2914,5
3665,1210,121,2,31449,15
3666,1210,75,2,15710,10
3667,1210,80,2,25826,15
3668,1210,45,3,4793,0
3669,1210,38,3,61947,15
3670,1211,77,3,16368,0
3671,1211,48,1,4231,20
3672,1211,136,3,18015,5
3673,1211,35,2,3958,0
3674,1211,81,1,1827,20
3675,1212,63,1,32668,0
3676,1212,20,3,12448,20
3677,1213,86,2,5085,5
3678,1214,27,2,5124,0
3679,1214,76,3,21281,10
3680,1215,59,3,11729,0
3681,1215,116,3,49805,5
3682,1215,122,1,5675,15
3683,1215,120,1,22987,0
3684,1216,56,1,39996,20
3685,1216,19,1,8855,15
3686,1216,142,3,7481,20
3687,1217,39,3,11179,0
3688,1217,2,3,4027,0
3689,1218,112,2,8812,0
3690,1218,71,1,6424,15
3691,1219,140,1,13494,0
3692,1219,24,2,22479,5
3693,1219,124,2,802,0
3694,1219,48,3,4231,0
3695,1220,9,3,10988,15
3696,1220,87,2,6253,5
3697,1220,39,3,11179,10
3698,1220,25,1,21576,15
3699,1220,138,1,5435,5
3700,1221,47,1,26189,5
3701,1221,18,3,69910,15
3702,1221,125,1,106692,10
3703,1221,58,3,5881,10
3704,1222,57,2,43577,15
3705,1222,111,3,5235,0
3706,1222,46,3,24848,0
3707,1222,27,1,5124,10
3708,1222,117,3,16602,0
3709,1223,146,2,2879,10
3710,1223,55,2,11943,0
3711,1224,59,1,11729,0
3712,1224,44,3,35472,0
3713,1224,106,2,8943,20
3714,1224,78,2,25106,10
3715,1225,120,2,22987,0
3716,1225,1,1,22303,0
3717,1225,50,2,76133,0
3718,1225,47,3,26189,10
3719,1226,87,1,6253,0
3720,1226,38,1,61947,20
3721,1226,140,3,13494,20
3722,1226,66,1,14182,0
3723,1227,47,1,26189,0
3724,1227,11,3,12063,5
3725,1228,100,2,10475,0
3726,1228,139,1,36748,15
3727,1229,75,2,15710,0
3728,1230,19,3,8855,10
3729,1230,92,1,1168,0
3730,1230,44,1,35472,15
3731,1230,56,3,39996,0
3732,1231,138,3,5435,20
3733,1231,52,1,10374,0
3734,1231,16,3,11167,5
3735,1232,31,3,18801,0
3736,1232,40,1,8292,0
3737,1232,107,1,2852,0
3738,1232,14,3,34891,15
3739,1232,41,2,62050,5
3740,1233,103,2,5734,0
3741,1234,91,2,4612,0
3742,1234,143,1,3379,10
3743,1235,90,3,2547,0
3744,1235,56,2,39996,15
3745,1235,145,3,2749,20
3746,1235,4,2,9654,20
3747,1236,25,2,21576,0
3748,1237,87,1,6253,0
3749,1238,93,3,44770,15
3750,1238,103,3,5734,0
3751,1238,18,1,69910,15
3752,1239,62,2,12613,0
3753,1240,146,2,2879,20
3754,1240,97,1,31743,0
3755,1240,105,1,5388,0
3756,1241,34,1,19613,10
3757,1241,96,2,31762,0
3758,1241,44,1,35472,0
3759,1241,130,3,3932,10
3760,1242,6,1,2386,20
3761,1242,111,2,5235,10
3762,1242,62,3,12613,0
3763,1242,36,2,6799,0
3764,1243,9,1,10988,0
3765,1243,67,3,1118,0
3766,1243,17,2,22827,5
3767,1244,18,2,69910,5
3768,1244,99,1,10798,0
3769,1244,121,2,31449,5
3770,1244,93,1,44770,0
3771,1244,100,2,10475,5
3772,1245,34,3,19613,0
3773,1245,11,1,12063,5
3774,1245,56,2,39996,0
3775,1245,7,1,1137,5
3776,1245,111,1,5235,5
3777,1246,122,3,5675,0
3778,1246,29,3,5679,0
3779,1246,40,2,8292,15
3780,1247,28,3,5795,0
3781,1247,67,2,1118,0
3782,1247,15,1,4792,20
3783,1247,126,2,44365,0
3784,1248,31,1,18801,0
3785,1248,53,3,6141,5
3786,1249,117,1,16602,0
3787,1249,68,3,21251,0
3788,1249,135,2,4575,0
3789,1249,8,3,7533,20
3790,1250,106,2,8943,10
3791,1250,119,1,5947,10
3792,1250,41,1,62050,20
3793,1250,22,1,7737,15
3794,1251,116,3,49805,10
3795,1251,27,1,5124,20
3796,1251,83,1,4219,20
3797,1251,88,1,2914,0
3798,1252,11,3,12063,0
3799,1252,6,3,2386,20
3800,1252,71,3,6424,0
3801,1253,84,1,13163,15
3802,1254,136,3,18015,10
3803,1254,11,2,12063,15
3804,1254,80,1,25826,15
3805,1254,135,1,4575,0
3806,1254,107,2,2852,10
3807,1255,78,1,25106,0
3808,1255,28,2,5795,0
3809,1255,111,1,5235,5
3810,1255,103,2,5734,10
3811,1255,27,2,5124,0
3812,1256,139,3,36748,10
3813,1256,78,1,25106,10
3814,1257,38,1,61947,10
3815,1257,7,2,1137,20
3816,1257,57,3,43577,20
3817,1257,127,1,7024,0
3818,1258,70,1,23703,20
3819,1259,139,1,36748,5
3820,1259,137,1,98300,15
3821,1259,122,3,5675,10
3822,1259,40,3,8292,10
3823,1259,30,2,64462,15
3824,1260,70,1,23703,20
3825,1260,81,1,1827,5
3826,1260,144,2,6276,10
3827,1260,38,3,61947,15
3828,1261,146,1,2879,0
3829,1262,129,1,22197,5
3830,1262,25,3,21576,0
3831,1262,49,2,5982,10
3832,1263,135,1,4575,5
3833,1263,73,3,4391,20
3834,1263,45,2,4793,10
3835,1263,116,3,49805,20
3836,1263,137,2,98300,15
3837,1264,70,1,23703,20
3838,1265,149,2,21714,15
3839,1265,67,3,1118,10
3840,1265,48,3,4231,0
3841,1265,132,2,29436,15
3842,1266,49,3,5982,15
3843,1266,78,2,25106,20
3844,1266,13,3,6575,5
3845,1266,115,2,3558,10
3846,1267,123,1,5135,0
3847,1267,138,2,5435,0
3848,1267,83,1,4219,10
3849,1268,66,1,14182,0
3850,1268,110,3,1902,10
3851,1268,74,1,5168,0
3852,1268,146,3,2879,5
3853,1268,147,3,7155,15
3854,1269,107,3,2852,5
3855,1269,130,3,3932,10
3856,1269,41,1,62050,5
3857,1270,67,2,1118,15
3858,1271,129,1,22197,0
3859,1271,110,1,1902,0
3860,1272,6,2,2386,20
3861,1272,45,2,4793,5
3862,1272,96,1,31762,0
3863,1273,74,2,5168,20
3864,1273,8,1,7533,5
3865,1273,112,3,8812,5
3866,1274,147,2,7155,20
3867,1274,12,3,8038,0
3868,1274,146,1,2879,0
3869,1274,1,1,22303,5
3870,1274,108,2,83584,5
3871,1275,106,2,8943,10
3872,1275,101,2,104734,10
3873,1276,107,2,2852,10
3874,1276,148,2,23262,15
3875,1276,120,1,22987,0
3876,1276,83,2,4219,10
3877,1276,137,2,98300,0
3878,1277,49,3,5982,5
3879,1277,16,3,11167,0
3880,1277,130,2,3932,0
3881,1277,96,1,31762,5
3882,1277,67,1,1118,5
3883,1278,84,1,13163,10
3884,1278,67,3,1118,0
3885,1278,111,2,5235,0
3886,1278,35,3,3958,0
3887,1279,81,1,1827,0
3888,1279,37,2,13473,5
3889,1279,80,2,25826,15
3890,1279,143,2,3379,20
3891,1279,68,3,21251,20
3892,1280,87,2,6253,0
3893,1281,97,3,31743,0
3894,1281,133,3,7704,5
3895,1281,121,2,31449,20
3896,1281,91,2,4612,0
3897,1282,66,2,14182,20
3898,1282,99,2,10798,5
3899,1283,15,3,4792,0
3900,1283,29,3,5679,10
3901,1283,107,2,2852,0
3902,1284,32,1,34048,0
3903,1284,47,1,26189,20
3904,1285,83,3,4219,0
3905,1285,108,2,83584,0
3906,1285,37,1,13473,0
3907,1285,84,1,13163,0
3908,1286,105,1,5388,5
3909,1286,17,3,22827,10
3910,1286,2,2,4027,5
3911,1286,145,3,2749,5
3912,1286,4,3,9654,0
3913,1287,73,2,4391,0
3914,1288,21,1,22149,0
3915,1288,40,3,8292,0
3916,1288,30,1,64462,15
3917,1288,45,2,4793,0
3918,1289,126,3,44365,0
3919,1290,34,3,19613,0
3920,1290,63,2,32668,0
3921,1291,99,2,10798,15
3922,1291,77,1,16368,20
3923,1291,127,1,7024,20
3924,1292,77,2,16368,5
3925,1292,145,2,2749,20
3926,1292,133,1,7704,0
3927,1292,23,3,12370,0
3928,1293,103,3,5734,0
3929,1293,46,3,24848,10
3930,1293,20,1,12448,20
3931,1293,129,1,22197,10
3932,1293,94,2,24419,0
3933,1294,62,1,12613,0
3934,1294,87,3,6253,0
3935,1294,147,2,7155,20
3936,1294,136,1,18015,0
3937,1295,107,2,2852,5
3938,1296,47,2,26189,15
3939,1296,75,2,15710,0
3940,1296,69,2,1763,5
3941,1297,129,3,22197,10
3942,1298,65,3,4314,5
3943,1298,34,3,19613,10
3944,1298,40,3,8292,0
3945,1299,139,2,36748,10
3946,1299,42,3,12253,0
3947,1299,17,2,22827,0
3948,1299,82,2,20813,20
3949,1299,84,2,13163,15
3950,1300,146,1,2879,0
3951,1300,103,3,5734,15
3952,1300,68,1,21251,10
3953,1300,47,2,26189,0
3954,1300,72,3,56852,0
3955,1301,135,1,4575,10
3956,1301,8,3,7533,0
3957,1301,106,3,8943,10
3958,1301,43,3,69132,0
3959,1301,56,1,39996,0
3960,1302,47,1,26189,0
3961,1302,1,3,22303,10
3962,1303,138,3,5435,10
3963,1304,34,2,19613,0
3964,1304,3,2,4862,5
3965,1304,148,1,23262,0
3966,1304,23,1,12370,15
3967,1305,23,1,12370,20
3968,1305,138,2,5435,0
3969,1306,110,1,1902,0
3970,1306,84,1,13163,15
3971,1306,27,1,5124,5
3972,1307,103,3,5734,0
3973,1307,120,2,22987,5
3974,1307,21,3,22149,5
3975,1307,88,2,2914,0
3976,1307,6,1,2386,0
3977,1308,25,3,21576,20
3978,1309,27,3,5124,5
3979,1309,108,1,83584,10
3980,1309,72,3,56852,0
3981,1310,148,1,23262,5
3982,1310,54,3,23925,15
3983,1310,79,3,7718,10
3984,1310,149,3,21714,5
3985,1311,146,3,2879,10
3986,1311,118,3,2198,15
3987,1312,97,1,31743,0
3988,1313,101,1,104734,0
3989,1313,6,1,2386,5
3990,1313,64,3,11154,20
3991,1313,35,2,3958,5
3992,1314,81,1,1827,10
3993,1315,96,1,31762,5
3994,1315,89,2,32102,5
3995,1315,138,2,5435,15
3996,1315,84,1,13163,15
3997,1316,146,3,2879,20
3998,1317,72,3,56852,5
3999,1317,48,2,4231,10
4000,1317,44,3,35472,0
4001,1317,39,2,11179,0
4002,1318,92,2,1168,5
4003,1318,79,3,7718,0
4004,1318,100,1,10475,20
4005,1318,132,3,29436,0
4006,1318,13,1,6575,20
4007,1319,18,3,69910,5
4008,1320,125,1,106692,0
4009,1321,44,1,35472,5
4010,1321,87,3,6253,15
4011,1321,75,3,15710,0
4012,1321,2,1,4027,15
4013,1321,16,2,11167,15
4014,1322,146,1,2879,0
4015,1322,100,2,10475,10
4016,1322,2,3,4027,15
4017,1322,131,1,18705,0
4018,1323,126,3,44365,0
4019,1323,29,2,5679,0
4020,1324,62,3,12613,0
4021,1324,120,1,22987,0
4022,1324,15,1,4792,5
4023,1325,69,3,1763,15
4024,1325,24,2,22479,15
4025,1325,137,2,98300,0
4026,1325,83,3,4219,0
4027,1326,36,2,6799,20
4028,1326,69,1,1763,5
4029,1326,75,3,15710,0
4030,1327,23,2,12370,0
4031,1327,57,1,43577,0
4032,1327,20,3,12448,15
4033,1327,11,3,12063,5
4034,1327,70,1,23703,15
4035,1328,120,1,22987,0
4036,1328,69,1,1763,5
4037,1328,142,3,7481,0
4038,1329,122,3,5675,0
4039,1329,52,2,10374,10
4040,1329,148,3,23262,0
4041,1329,59,3,11729,0
4042,1330,109,1,7325,0
4043,1330,38,2,61947,0
4044,1330,146,2,2879,20
4045,1331,89,2,32102,0
4046,1331,94,1,24419,10
4047,1331,22,1,7737,15
4048,1331,97,1,31743,10
4049,1332,134,3,3277,15
4050,1333,23,1,12370,5
4051,1334,79,1,7718,15
4052,1334,121,3,31449,0
4053,1334,105,1,5388,15
4054,1335,72,1,56852,0
4055,1335,23,3,12370,0
4056,1335,48,1,4231,5
4057,1336,43,2,69132,20
4058,1337,92,2,1168,15
4059,1337,70,3,23703,0
4060,1338,51,1,17314,0
4061,1338,36,3,6799,15
4062,1338,126,3,44365,15
4063,1338,148,2,23262,15
4064,1339,106,2,8943,15
4065,1340,32,1,34048,0
4066,1340,1,2,22303,0
4067,1340,75,3,15710,10
4068,1340,93,3,44770,20
4069,1340,35,2,3958,0
4070,1341,47,2,26189,20
4071,1341,147,1,7155,0
4072,1341,95,3,5785,10
4073,1342,17,2,22827,5
4074,1343,117,2,16602,15
4075,1343,148,2,23262,5
4076,1343,17,2,22827,0
4077,1343,20,3,12448,0
4078,1343,147,2,7155,10
4079,1344,77,3,16368,15
4080,1344,82,2,20813,20
4081,1345,43,1,69132,0
4082,1345,89,3,32102,0
4083,1345,87,1,6253,0
4084,1345,3,2,4862,0
4085,1346,29,2,5679,0
4086,1346,125,3,106692,0
4087,1346,145,3,2749,0
4088,1347,88,1,2914,15
4089,1347,26,1,19472,10
4090,1347,19,1,8855,15
4091,1348,111,1,5235,0
4092,1348,138,1,5435,5
4093,1348,68,2,21251,5
4094,1348,66,1,14182,20
4095,1348,4,1,9654,10
4096,1349,147,3,7155,20
4097,1349,123,1,5135,0
4098,1349,86,1,5085,10
4099,1350,115,1,3558,15
4100,1350,48,1,4231,5
4101,1351,126,2,44365,0
4102,1351,7,1,1137,20
4103,1351,35,2,3958,20
4104,1351,1,1,22303,0
4105,1352,27,1,5124,0
4106,1352,46,3,24848,20
4107,1353,97,3,31743,0
4108,1354,100,3,10475,15
4109,1354,89,2,32102,15
4110,1354,148,2,23262,0
4111,1354,22,3,7737,15
4112,1354,84,1,13163,5
4113,1355,130,3,3932,10
4114,1355,144,1,6276,0
4115,1356,130,2,3932,20
4116,1356,47,1,26189,15
4117,1356,138,1,5435,10
4118,1356,74,1,5168,0
4119,1356,88,3,2914,20
4120,1357,79,1,7718,15
4121,1357,145,1,2749,0
4122,1358,75,3,15710,0
4123,1358,57,1,43577,5
4124,1358,36,2,6799,10
4125,1358,142,3,7481,15
4126,1359,56,1,39996,0
4127,1360,135,1,4575,0
4128,1360,95,3,5785,0
4129,1360,35,1,3958,20
4130,1360,28,1,5795,10
4131,1361,107,3,2852,20
4132,1361,53,1,6141,0
4133,1361,1,3,22303,20
4134,1362,26,3,19472,0
4135,1362,145,3,2749,0
4136,1362,60,3,87675,0
4137,1362,36,2,6799,15
4138,1362,20,3,12448,15
4139,1363,143,1,3379,20
4140,1363,58,3,5881,10
4141,1363,32,2,34048,0
4142,1363,8,3,7533,5
4143,1363,71,2,6424,0
4144,1364,132,2,29436,5
4145,1364,4,3,9654,0
4146,1364,136,2,18015,20
4147,1364,16,2,11167,5
4148,1365,139,2,36748,0
4149,1366,11,2,12063,0
4150,1366,120,3,22987,0
4151,1366,118,3,2198,20
4152,1367,81,3,1827,10
4153,1368,37,2,13473,0
4154,1368,119,2,5947,0
4155,1368,32,2,34048,15
4156,1368,24,1,22479,20
4157,1369,27,3,5124,15
4158,1369,139,1,36748,10
4159,1370,110,3,1902,10
4160,1370,40,3,8292,15
4161,1370,65,2,4314,0
4162,1370,83,1,4219,0
4163,1370,23,3,12370,0
4164,1371,97,2,31743,10
4165,1371,16,1,11167,0
4166,1372,21,3,22149,20
4167,1372,22,2,7737,20
4168,1373,99,3,10798,10
4169,1373,127,3,7024,0
4170,1373,105,2,5388,0
4171,1374,54,2,23925,0
4172,1374,96,3,31762,5
4173,1374,65,2,4314,5
4174,1375,56,1,39996,0
4175,1375,75,2,15710,0
4176,1375,35,1,3958,10
4177,1375,22,3,7737,0
4178,1376,91,1,4612,20
4179,1377,107,1,2852,20
4180,1377,81,1,1827,0
4181,1377,122,2,5675,20
4182,1377,49,2,5982,0
4183,1378,104,2,1014,0
4184,1378,34,3,19613,0
4185,1379,81,2,1827,0
4186,1380,60,3,87675,15
4187,1380,28,3,5795,15
4188,1380,5,1,12605,5
4189,1380,8,3,7533,20
4190,1381,148,3,23262,0
4191,1381,122,2,5675,0
4192,1381,25,1,21576,0
4193,1382,70,1,23703,5
4194,1382,72,1,56852,15
4195,1382,135,1,4575,20
4196,1382,14,3,34891,20
4197,1383,59,2,11729,5
4198,1383,121,1,31449,10
4199,1384,127,1,7024,0
4200,1384,1,1,22303,15
4201,1385,145,2,2749,15
4202,1385,18,3,69910,15
4203,1385,7,1,1137,0
4204,1385,99,1,10798,0
4205,1386,50,3,76133,20
4206,1386,85,1,96244,0
4207,1386,126,2,44365,0
4208,1387,143,1,3379,0
