order_id,customer_id,store_id,order_date,channel,order_status
1159,73,5,2025-10-07,web,refunded
1160,162,3,2025-10-31,web,completed
1161,95,5,2025-10-01,web,refunded
1162,99,7,2025-12-08,web,cancelled
1163,209,2,2026-05-18,web,completed
1164,54,3,2026-09-16,mobile_app,completed
1165,6,4,2026-08-05,mobile_app,refunded
1166,240,2,2026-08-19,web,completed
1167,19,2,2026-05-03,mobile_app,completed
1168,587,7,2026-07-21,marketplace,refunded
1169,151,5,2026-01-26,web,completed
1170,57,1,2026-08-09,marketplace,completed
1171,576,4,2026-04-29,mobile_app,completed
1172,445,3,2026-03-23,mobile_app,completed
1173,222,7,2026-07-19,web,completed
1174,124,5,2026-07-04,mobile_app,refunded
1175,527,7,2026-02-27,web,completed
1176,207,4,2026-03-27,marketplace,completed
1177,83,2,2026-04-19,marketplace,completed
1178,597,3,2026-08-29,web,completed
1179,401,8,2026-03-27,web,completed
1180,486,3,2026-08-16,marketplace,refunded
1181,136,3,2026-07-31,web,completed
1182,169,3,2026-08-19,web,completed
1183,354,4,2026-08-24,mobile_app,completed
1184,271,3,2026-01-11,marketplace,cancelled
1185,283,4,2026-07-17,mobile_app,refunded
1186,146,8,2026-08-19,marketplace,cancelled
1187,268,7,2026-08-21,web,refunded
1188,557,6,2026-07-07,web,completed
1189,415,3,2026-08-30,web,cancelled
1190,230,3,2026-09-19,web,completed
1191,75,3,2026-06-09,web,completed
1192,555,1,2025-11-29,web,cancelled
1193,236,5,2026-08-25,marketplace,completed
1194,87,8,2025-11-02,web,completed
1195,192,8,2025-08-17,mobile_app,refunded
1196,447,3,2026-09-01,web,completed
1197,537,3,2025-11-11,marketplace,completed
1198,370,6,2026-07-17,marketplace,completed
1199,258,7,2026-04-25,mobile_app,refunded
1200,276,4,2026-09-02,web,completed
1201,352,3,2026-06-09,mobile_app,completed
1202,502,7,2026-08-23,marketplace,completed
1203,314,2,2026-08-24,web,completed
1204,39,4,2026-03-09,mobile_app,refunded
1205,110,6,2026-08-04,marketplace,cancelled
1206,244,6,2026-07-12,web,completed
1207,112,2,2026-04-09,web,refunded
1208,485,3,2026-08-30,mobile_app,completed
1209,241,6,2026-09-19,mobile_app,completed
1210,60,7,2026-03-13,mobile_app,refunded
1211,348,6,2026-09-16,mobile_app,completed
1212,7,5,2025-06-05,mobile_app,completed
1213,119,2,2026-03-21,web,refunded
1214,35,7,2026-02-17,marketplace,completed
1215,393,8,2026-09-01,web,completed
1216,376,3,2026-09-16,mobile_app,completed
1217,109,2,2026-06-06,web,completed
1218,61,2,2026-01-25,marketplace,cancelled
1219,567,3,2026-06-10,mobile_app,completed
1220,576,7,2026-05-19,web,completed
1221,55,2,2026-03-31,marketplace,cancelled
1222,191,3,2026-03-10,web,completed
1223,243,6,2026-06-04,marketplace,completed
1224,428,8,2025-11-05,marketplace,completed
1225,511,2,2026-09-13,web,cancelled
1226,480,2,2026-09-07,web,refunded
1227,374,1,2026-08-08,marketplace,cancelled
1228,477,8,2026-08-18,mobile_app,completed
1229,548,1,2026-06-05,web,refunded
1230,398,6,2026-06-23,web,completed
1231,357,4,2025-11-27,mobile_app,completed
1232,482,8,2026-04-01,web,completed
1233,478,2,2026-03-15,web,completed
1234,133,1,2025-11-12,mobile_app,completed
1235,220,4,2025-12-28,mobile_app,completed
1236,534,5,2025-07-26,web,completed
1237,572,3,2026-07-02,mobile_app,completed
1238,294,4,2026-07-09,marketplace,completed
1239,583,8,2026-08-20,web,completed
1240,146,6,2026-05-15,marketplace,completed
1241,77,8,2026-01-08,web,completed
1242,63,2,2026-09-14,mobile_app,cancelled
1243,268,1,2026-02-18,web,cancelled
1244,578,7,2026-09-03,mobile_app,completed
1245,445,1,2025-10-01,web,completed
1246,529,2,2026-04-10,marketplace,completed
1247,63,1,2026-09-14,mobile_app,completed
1248,544,4,2026-08-01,mobile_app,completed
1249,187,6,2026-04-06,mobile_app,completed
1250,206,8,2026-06-18,mobile_app,completed
1251,487,5,2026-04-12,mobile_app,completed
1252,458,8,2026-08-16,web,completed
1253,577,5,2026-08-21,marketplace,cancelled
1254,68,1,2026-06-25,mobile_app,cancelled
1255,450,7,2026-02-14,marketplace,cancelled
1256,239,7,2026-04-16,web,cancelled
1257,457,5,2026-07-11,web,completed
1258,92,3,2026-05-08,marketplace,completed
1259,559,6,2026-08-08,marketplace,completed
1260,521,2,2025-11-12,marketplace,cancelled
1261,239,6,2026-07-27,mobile_app,refunded
1262,27,7,2026-06-12,mobile_app,completed
1263,413,2,2026-07-11,web,cancelled
1264,52,6,2026-08-08,web,completed
1265,595,7,2026-09-06,web,completed
1266,387,8,2026-08-30,marketplace,completed
1267,255,7,2026-08-17,web,refunded
1268,347,3,2026-02-15,mobile_app,completed
1269,514,7,2025-11-26,web,completed
1270,23,2,2025-12-20,web,completed
1271,168,2,2026-04-26,web,cancelled
1272,45,2,2026-07-16,mobile_app,completed
1273,128,1,2026-06-02,web,completed
1274,67,5,2026-09-14,marketplace,completed
1275,530,6,2026-01-20,marketplace,cancelled
1276,552,4,2026-09-17,marketplace,cancelled
1277,51,3,2026-05-26,marketplace,completed
1278,64,7,2025-12-27,web,cancelled
1279,389,1,2026-09-06,marketplace,completed
1280,571,8,2026-09-14,mobile_app,completed
1281,166,5,2025-10-04,mobile_app,cancelled
1282,197,1,2026-08-29,mobile_app,cancelled
1283,134,7,2026-08-19,mobile_app,completed
1284,55,7,2026-01-01,web,cancelled
1285,463,8,2026-08-26,marketplace,refunded
1286,103,5,2025-08-24,marketplace,completed
1287,201,6,2025-12-10,mobile_app,completed
1288,419,3,2026-09-02,marketplace,completed
1289,234,7,2026-06-10,marketplace,completed
1290,173,3,2026-05-19,mobile_app,refunded
1291,275,7,2025-08-11,mobile_app,completed
1292,79,4,2026-05-14,web,completed
1293,171,4,2026-03-25,marketplace,completed
1294,43,4,2026-05-03,web,completed
1295,13,2,2025-11-23,marketplace,refunded
1296,518,2,2026-05-18,mobile_app,completed
1297,55,6,2026-04-14,marketplace,cancelled
1298,223,2,2026-06-12,web,cancelled
1299,552,7,2026-05-21,marketplace,cancelled
1300,141,1,2025-12-21,web,completed
1301,244,3,2026-08-17,web,cancelled
1302,125,1,2026-09-16,web,cancelled
1303,396,2,2026-07-19,web,completed
1304,572,8,2026-09-01,marketplace,cancelled
1305,241,6,2026-08-12,marketplace,completed
1306,432,4,2026-09-10,mobile_app,completed
1307,414,5,2026-05-03,mobile_app,completed
1308,14,6,2026-08-21,mobile_app,completed
1309,231,8,2026-04-22,marketplace,completed
1310,377,4,2026-09-19,mobile_app,completed
1311,164,1,2026-03-21,marketplace,completed
1312,580,8,2026-06-13,marketplace,completed
1313,440,2,2026-03-17,marketplace,completed
1314,535,3,2026-08-29,mobile_app,completed
1315,6,3,2026-08-27,web,completed
1316,142,3,2026-03-23,web,completed
1317,565,7,2026-06-24,web,completed
1318,271,3,2026-06-22,web,completed
1319,376,1,2026-08-24,marketplace,cancelled
1320,225,7,2026-09-19,mobile_app,refunded
1321,140,8,2025-12-03,web,refunded
1322,464,7,2025-09-19,web,completed
1323,119,1,2026-07-27,marketplace,completed
1324,438,1,2025-08-18,marketplace,cancelled
1325,73,1,2026-03-13,web,completed
1326,582,4,2026-07-30,mobile_app,completed
1327,528,4,2025-09-16,mobile_app,refunded
1328,188,5,2026-06-27,web,completed
1329,416,7,2026-05-02,web,refunded
1330,182,7,2026-06-02,marketplace,cancelled
1331,455,7,2026-04-10,mobile_app,cancelled
1332,35,6,2026-02-26,web,refunded
1333,317,2,2025-12-26,web,completed
1334,520,1,2026-05-12,web,completed
1335,25,6,2026-02-03,web,cancelled
1336,322,6,2026-08-15,web,cancelled
1337,52,6,2026-07-27,web,completed
1338,33,8,2026-08-12,web,completed
1339,29,2,2026-04-25,web,completed
1340,222,1,2026-08-25,web,cancelled
1341,74,2,2026-09-01,web,completed
1342,349,7,2025-08-28,web,completed
1343,584,1,2026-09-06,mobile_app,completed
1344,274,4,2026-09-03,marketplace,cancelled
1345,231,8,2025-12-09,mobile_app,completed
1346,389,7,2026-09-01,web,completed
1347,587,4,2026-08-30,web,cancelled
1348,432,1,2026-05-04,marketplace,completed
1349,7,6,2026-02-08,mobile_app,refunded
1350,434,1,2025-10-11,web,completed
1351,379,2,2026-05-31,mobile_app,completed
1352,564,7,2026-05-24,marketplace,completed
1353,128,8,2026-09-19,marketplace,completed
1354,445,7,2025-11-23,web,cancelled
1355,570,1,2026-04-08,mobile_app,completed
1356,561,3,2026-07-20,marketplace,completed
1357,489,3,2025-10-25,marketplace,completed
1358,160,5,2025-06-08,mobile_app,completed
1359,201,1,2025-11-05,web,cancelled
1360,153,3,2026-07-23,marketplace,refunded
1361,96,1,2026-02-06,mobile_app,completed
1362,237,6,2026-04-15,mobile_app,completed
1363,76,1,2026-08-05,web,completed
1364,155,4,2026-05-08,web,completed
1365,42,7,2026-03-03,web,completed
1366,371,5,2025-10-25,mobile_app,completed
1367,194,7,2026-08-21,mobile_app,completed
1368,386,3,2025-09-18,web,completed
1369,352,5,2026-09-02,marketplace,cancelled
1370,505,2,2026-05-09,marketplace,refunded
1371,246,5,2026-06-19,mobile_app,cancelled
1372,252,1,2026-01-17,marketplace,refunded
1373,542,6,2026-08-11,marketplace,completed
1374,465,5,2026-09-14,marketplace,completed
1375,396,7,2026-09-17,web,cancelled
1376,587,5,2026-02-22,marketplace,refunded
1377,409,6,2026-09-19,marketplace,completed
1378,246,2,2026-07-19,mobile_app,cancelled
1379,558,3,2026-09-03,mobile_app,completed
1380,219,7,2026-09-11,web,completed
1381,365,2,2026-07-12,web,completed
1382,287,7,2026-07-29,marketplace,refunded
1383,26,6,2026-09-12,marketplace,completed
1384,441,7,2025-12-06,web,cancelled
1385,48,6,2026-08-14,web,completed
1386,496,3,2026-09-09,web,cancelled
1387,309,2,2026-08-28,web,refunded
1388,158,3,2026-05-20,marketplace,cancelled
1389,497,3,2026-09-01,marketplace,completed
1390,454,4,2026-05-15,marketplace,cancelled
1391,90,1,2026-08-28,mobile_app,completed
1392,518,4,2026-04-15,mobile_app,cancelled
1393,128,6,2026-06-17,marketplace,completed
1394,454,4,2026-05-24,web,completed
1395,109,3,2026-07-16,mobile_app,completed
1396,399,8,2026-01-05,web,cancelled
1397,279,8,2026-06-24,mobile_app,cancelled
1398,323,5,2026-03-26,web,refunded
1399,585,6,2026-08-28,mobile_app,completed
1400,488,5,2026-05-19,marketplace,completed
1401,69,5,2026-05-12,web,completed
1402,279,2,2025-12-11,marketplace,completed
1403,141,7,2025-08-23,web,completed
1404,509,2,2026-07-10,web,completed
1405,581,1,2026-03-27,marketplace,completed
1406,399,8,2026-08-14,mobile_app,cancelled
1407,208,7,2026-01-23,mobile_app,completed
1408,239,3,2026-04-03,web,completed
1409,52,8,2026-07-22,mobile_app,completed
1410,461,2,2026-09-19,mobile_app,completed
1411,339,4,2026-06-03,mobile_app,completed
1412,437,8,2026-05-11,mobile_app,completed
1413,367,7,2026-03-30,web,completed
1414,359,3,2025-08-06,mobile_app,completed
1415,574,6,2026-04-03,mobile_app,completed
1416,75,7,2026-02-18,marketplace,completed
1417,575,1,2026-03-25,marketplace,completed
1418,546,5,2026-07-22,web,cancelled
1419,133,2,2025-09-12,mobile_app,cancelled
1420,532,7,2025-11-16,mobile_app,completed
1421,581,7,2025-12-07,web,refunded
1422,365,2,2026-07-04,web,completed
1423,483,7,2026-07-22,web,completed
1424,229,4,2026-07-15,mobile_app,completed
1425,35,5,2026-08-08,mobile_app,completed
1426,462,7,2026-07-27,marketplace,completed
1427,322,3,2026-07-08,marketplace,cancelled
1428,293,4,2026-08-11,web,completed
1429,168,5,2026-04-15,mobile_app,cancelled
1430,140,7,2025-07-22,marketplace,completed
1431,236,5,2025-12-02,mobile_app,completed
1432,356,1,2026-03-28,web,completed
1433,265,4,2026-07-01,web,completed
1434,470,1,2025-09-20,web,refunded
1435,560,2,2026-02-27,mobile_app,cancelled
1436,369,8,2025-12-08,web,completed
1437,352,5,2026-06-07,marketplace,completed
1438,79,2,2026-06-02,web,completed
1439,526,6,2026-01-01,marketplace,completed
1440,258,6,2026-09-03,marketplace,completed
1441,180,7,2026-04-09,marketplace,refunded
1442,148,7,2025-07-17,marketplace,completed
1443,201,5,2026-02-11,mobile_app,refunded
1444,22,6,2026-07-25,marketplace,completed
1445,187,4,2026-05-01,web,completed
1446,429,6,2026-02-05,marketplace,refunded
1447,29,3,2026-07-04,web,completed
1448,239,3,2026-06-22,marketplace,completed
1449,28,6,2026-09-09,web,cancelled
1450,42,4,2025-09-10,marketplace,completed
1451,178,5,2026-07-28,marketplace,completed
1452,446,8,2026-03-23,mobile_app,completed
1453,399,3,2026-02-08,marketplace,refunded
1454,584,8,2026-08-18,mobile_app,refunded
1455,122,4,2026-07-17,mobile_app,cancelled
1456,77,5,2026-01-27,marketplace,completed
1457,260,2,2026-08-11,mobile_app,completed
1458,285,2,2026-08-08,marketplace,cancelled
1459,59,7,2026-04-15,mobile_app,refunded
1460,64,4,2025-09-04,marketplace,completed
1461,99,1,2025-10-11,mobile_app,completed
1462,2,3,2026-07-05,mobile_app,completed
1463,570,7,2025-10-31,marketplace,refunded
1464,345,7,2026-05-30,web,completed
1465,518,4,2026-04-15,marketplace,completed
1466,21,8,2026-07-16,mobile_app,refunded
1467,273,3,2025-11-28,mobile_app,cancelled
1468,307,3,2026-07-03,marketplace,completed
1469,386,7,2026-04-12,marketplace,cancelled
1470,167,5,2026-04-10,marketplace,completed
1471,147,5,2026-07-10,web,completed
1472,262,5,2026-03-04,mobile_app,completed
1473,421,8,2026-08-20,marketplace,completed
1474,29,1,2026-05-12,marketplace,completed
1475,33,8,2026-06-02,web,completed
1476,533,1,2026-06-17,marketplace,cancelled
1477,109,4,2026-07-30,web,completed
1478,48,7,2026-07-02,marketplace,completed
1479,449,5,2026-05-27,mobile_app,completed
1480,36,4,2025-05-16,mobile_app,completed
1481,45,6,2026-08-20,mobile_app,completed
1482,490,7,2026-03-03,web,completed
1483,221,5,2026-06-22,mobile_app,completed
1484,492,5,2026-06-11,marketplace,completed
1485,231,2,2026-05-08,web,completed
1486,4,3,2026-07-11,marketplace,completed
1487,147,7,2026-08-06,mobile_app,completed
1488,321,6,2026-09-18,mobile_app,completed
1489,372,5,2026-08-03,mobile_app,completed
1490,542,5,2026-09-10,web,cancelled
1491,237,1,2026-05-10,web,completed
1492,71,3,2026-06-05,mobile_app,completed
1493,548,2,2026-04-10,mobile_app,cancelled
1494,569,2,2026-09-01,mobile_app,completed
1495,218,8,2026-04-25,marketplace,cancelled
1496,110,8,2026-08-22,web,completed
1497,167,2,2026-06-05,mobile_app,completed
1498,264,7,2026-09-05,mobile_app,completed
1499,492,4,2026-03-20,marketplace,completed
1500,295,7,2026-03-03,mobile_app,completed
1501,533,2,2026-06-20,marketplace,refunded
1502,452,2,2026-09-16,web,cancelled
1503,337,5,2026-08-15,mobile_app,completed
1504,108,4,2025-10-26,marketplace,completed
1505,350,2,2026-08-26,web,completed
1506,171,8,2026-09-17,marketplace,completed
1507,574,4,2026-07-04,web,refunded
1508,13,7,2026-04-17,web,completed
1509,599,3,2026-02-21,marketplace,completed
1510,544,2,2026-08-07,marketplace,cancelled
1511,63,8,2026-09-04,web,completed
1512,358,7,2026-09-13,marketplace,cancelled
1513,8,6,2026-08-21,mobile_app,completed
1514,462,6,2026-07-15,mobile_app,completed
1515,44,4,2026-09-03,mobile_app,completed
1516,352,2,2026-03-29,mobile_app,completed
1517,332,6,2026-04-10,marketplace,refunded
1518,560,4,2025-07-06,web,completed
1519,105,5,2026-04-10,mobile_app,completed
1520,325,1,2026-09-16,marketplace,completed
1521,584,5,2026-05-26,marketplace,completed
1522,465,1,2026-09-06,marketplace,refunded
1523,516,8,2026-07-27,web,refunded
1524,258,1,2026-04-03,marketplace,completed
1525,525,1,2026-07-17,web,refunded
1526,36,8,2026-05-06,mobile_app,completed
1527,507,5,2026-07-05,web,completed
1528,148,8,2025-08-02,web,cancelled
1529,297,4,2026-07-05,web,completed
1530,391,1,2025-11-29,web,completed
1531,585,1,2026-05-28,web,completed
1532,342,1,2026-09-06,mobile_app,refunded
1533,463,2,2026-06-21,web,completed
1534,287,2,2026-07-31,mobile_app,completed
1535,71,8,2026-02-15,mobile_app,refunded
1536,135,2,2026-05-29,marketplace,completed
1537,18,8,2026-05-29,mobile_app,completed
1538,362,3,2026-08-11,mobile_app,completed
1539,360,3,2026-03-07,web,completed
1540,596,7,2026-09-11,marketplace,completed
1541,220,1,2026-08-04,web,completed
1542,113,5,2026-03-16,marketplace,completed
1543,131,6,2026-09-09,web,completed
1544,121,7,2026-03-19,mobile_app,completed
1545,205,3,2026-05-28,web,cancelled
1546,532,5,2025-11-30,marketplace,completed
1547,122,1,2026-07-02,marketplace,cancelled
1548,156,8,2025-12-27,web,completed
1549,561,5,2026-08-01,mobile_app,completed
1550,284,7,2026-05-24,web,completed
1551,99,6,2026-07-04,web,refunded
1552,71,4,2025-12-20,mobile_app,completed
1553,280,8,2026-09-09,web,completed
1554,142,1,2025-11-30,web,refunded
1555,544,2,2026-08-10,mobile_app,completed
1556,320,4,2026-08-17,mobile_app,refunded
1557,340,7,2026-01-09,web,completed
1558,408,1,2026-06-11,mobile_app,refunded
1559,89,3,2025-11-19,web,completed
1560,271,1,2026-09-15,mobile_app,cancelled
1561,451,5,2026-06-11,mobile_app,refunded
1562,341,8,2026-06-22,marketplace,completed
1563,572,8,2026-09-12,mobile_app,completed
1564,397,7,2026-01-19,web,refunded
1565,559,5,2026-02-06,marketplace,completed
1566,371,2,2025-10-02,marketplace,completed
1567,215,7,2026-05-10,marketplace,completed
1568,365,3,2026-07-11,web,completed
1569,564,8,2026-06-03,web,completed
1570,231,5,2026-05-20,marketplace,cancelled
1571,101,1,2026-08-06,web,completed
1572,201,3,2026-03-22,web,completed
1573,53,7,2026-02-22,web,completed
1574,518,1,2026-06-12,web,completed
1575,51,5,2026-05-18,web,completed
1576,120,8,2025-10-08,marketplace,completed
1577,425,2,2026-06-28,marketplace,cancelled
1578,537,1,2026-04-28,marketplace,refunded
1579,349,3,2025-10-06,marketplace,completed
1580,572,8,2026-05-24,marketplace,cancelled
1581,480,4,2026-09-12,mobile_app,cancelled
1582,29,8,2026-09-16,web,completed
1583,124,6,2026-08-09,web,completed
1584,109,5,2026-05-04,marketplace,completed
1585,361,1,2026-05-18,web,refunded
1586,405,2,2026-09-06,mobile_app,completed
1587,366,2,2025-06-11,web,completed
1588,223,5,2026-04-08,web,completed
1589,300,1,2026-09-19,web,completed
1590,378,6,2025-08-20,marketplace,completed
1591,4,2,2025-12-10,mobile_app,completed
1592,484,6,2025-12-25,marketplace,completed
1593,79,6,2026-08-08,web,refunded
1594,350,7,2026-07-07,marketplace,completed
1595,393,5,2026-08-09,mobile_app,completed
1596,105,1,2025-12-10,marketplace,completed
1597,63,6,2026-09-06,mobile_app,completed
1598,75,6,2026-02-16,marketplace,completed
1599,152,5,2026-08-10,web,completed
1600,70,4,2026-03-16,marketplace,refunded
1601,54,1,2026-02-18,mobile_app,refunded
1602,538,3,2026-09-08,mobile_app,refunded
1603,264,4,2026-07-10,marketplace,completed
1604,348,7,2026-03-01,web,completed
1605,185,3,2026-03-01,marketplace,cancelled
1606,476,8,2026-04-02,mobile_app,completed
1607,566,4,2025-12-13,web,completed
1608,31,1,2025-12-22,web,cancelled
1609,26,1,2026-07-16,web,completed
1610,41,1,2026-08-24,mobile_app,cancelled
1611,577,7,2026-04-21,web,cancelled
1612,112,4,2026-07-24,web,completed
1613,49,7,2026-02-08,web,refunded
1614,176,5,2026-06-02,mobile_app,refunded
1615,383,1,2026-02-20,marketplace,completed
1616,106,3,2026-09-14,marketplace,refunded
1617,80,5,2026-09-15,web,cancelled
1618,367,6,2026-03-12,marketplace,completed
1619,35,5,2025-09-18,marketplace,refunded
1620,253,7,2026-06-03,web,refunded
1621,578,4,2026-08-08,web,refunded
1622,455,7,2026-08-17,mobile_app,completed
1623,164,7,2025-10-07,web,refunded
1624,235,4,2025-08-10,marketplace,completed
1625,393,3,2026-08-14,marketplace,refunded
1626,235,3,2025-07-03,marketplace,completed
1627,11,4,2026-02-18,marketplace,completed
1628,51,8,2026-09-07,marketplace,refunded
1629,559,5,2025-10-23,marketplace,cancelled
1630,505,7,2025-07-30,marketplace,completed
1631,441,1,2025-11-13,web,completed
1632,516,4,2026-05-04,marketplace,cancelled
1633,599,5,2026-08-19,web,completed
1634,359,3,2025-06-15,mobile_app,cancelled
1635,93,4,2026-07-05,mobile_app,cancelled
1636,180,1,2026-08-03,marketplace,completed
1637,54,4,2026-05-18,web,completed
1638,41,2,2026-07-14,web,cancelled
1639,206,3,2026-05-31,web,completed
1640,48,3,2026-02-19,mobile_app,refunded
1641,447,4,2026-05-28,marketplace,completed
1642,151,4,2025-12-02,web,cancelled
1643,399,5,2026-02-28,web,completed
1644,536,7,2026-01-20,web,completed
1645,349,8,2025-08-04,web,completed
1646,579,3,2025-11-27,web,completed
1647,274,3,2025-10-22,web,cancelled
1648,584,5,2026-04-14,marketplace,completed
1649,479,7,2026-03-16,marketplace,completed
1650,321,5,2026-09-19,web,cancelled
1651,241,1,2026-07-14,web,cancelled
1652,97,5,2026-05-26,mobile_app,completed
1653,556,6,2026-08-24,mobile_app,completed
1654,69,2,2026-05-12,marketplace,completed
1655,113,5,2025-06-02,mobile_app,cancelled
1656,576,4,2026-07-19,mobile_app,completed
1657,252,8,2025-11-28,marketplace,completed
1658,431,8,2026-06-14,marketplace,refunded
1659,224,1,2026-08-29,mobile_app,cancelled
1660,25,6,2026-07-25,web,refunded
1661,80,8,2026-09-18,web,refunded
1662,595,2,2026-09-16,marketplace,completed
1663,7,5,2026-07-03,marketplace,cancelled
1664,549,4,2026-07-19,web,refunded
1665,20,7,2026-02-21,mobile_app,completed
1666,66,8,2026-03-13,web,cancelled
1667,544,5,2026-07-17,web,refunded
1668,515,7,2026-07-08,marketplace,completed
1669,389,3,2026-09-11,marketplace,refunded
1670,457,1,2026-07-16,marketplace,completed
1671,154,7,2026-08-16,marketplace,completed
1672,20,6,2026-05-21,marketplace,completed
1673,3,2,2026-03-23,marketplace,refunded
1674,123,3,2025-12-28,mobile_app,completed
1675,391,5,2026-06-29,mobile_app,completed
1676,383,1,2026-04-11,marketplace,completed
1677,373,5,2026-02-05,marketplace,completed
1678,385,5,2026-06-26,web,completed
1679,451,5,2026-04-19,marketplace,cancelled
1680,279,2,2026-08-21,mobile_app,completed
1681,391,7,2026-03-05,mobile_app,cancelled
1682,189,3,2026-01-09,web,refunded
1683,159,4,2026-03-08,web,refunded
1684,192,7,2026-02-10,web,refunded
1685,253,4,2025-08-01,marketplace,completed
1686,11,2,2025-09-24,mobile_app,completed
1687,313,5,2026-06-08,marketplace,refunded
1688,136,7,2026-06-25,marketplace,completed
1689,12,3,2026-06-05,web,completed
1690,129,1,2026-06-25,marketplace,refunded
1691,3,7,2026-04-05,web,completed
1692,326,4,2025-09-16,mobile_app,refunded
1693,232,3,2026-01-17,web,completed
1694,199,4,2026-03-26,mobile_app,completed
1695,564,5,2026-08-09,mobile_app,completed
1696,482,2,2026-06-24,mobile_app,completed
1697,245,6,2026-06-14,web,refunded
1698,363,2,2026-05-16,marketplace,completed
1699,278,6,2026-09-01,web,completed
1700,320,1,2026-08-14,web,completed
1701,41,7,2026-08-11,marketplace,completed
1702,347,7,2026-02-09,mobile_app,refunded
1703,22,1,2026-02-21,mobile_app,refunded
1704,554,2,2026-08-12,web,refunded
1705,551,1,2025-12-13,mobile_app,completed
1706,413,8,2026-07-04,marketplace,completed
1707,8,5,2026-08-01,mobile_app,completed
1708,202,2,2026-03-14,mobile_app,completed
1709,418,7,2026-02-24,web,completed
1710,17,8,2025-07-18,web,completed
1711,54,7,2026-02-11,mobile_app,completed
1712,544,7,2026-09-17,mobile_app,completed
1713,12,2,2026-05-07,web,completed
1714,147,5,2026-06-16,mobile_app,completed
1715,376,3,2026-08-07,mobile_app,refunded
1716,547,8,2026-08-13,mobile_app,completed
1717,289,4,2026-08-18,marketplace,refunded
1718,575,7,2026-02-27,mobile_app,cancelled
1719,172,6,2026-03-09,web,cancelled
1720,54,7,2026-01-02,web,cancelled
1721,555,1,2026-02-06,mobile_app,completed
1722,28,4,2026-04-15,marketplace,completed
1723,93,2,2026-08-07,mobile_app,completed
1724,215,5,2026-04-08,mobile_app,completed
1725,127,2,2026-07-10,marketplace,refunded
1726,507,8,2026-03-18,mobile_app,completed
1727,251,2,2026-09-13,marketplace,completed
1728,248,3,2026-04-24,marketplace,completed
1729,405,3,2026-09-15,mobile_app,completed
1730,230,6,2026-09-19,marketplace,completed
1731,590,1,2026-06-19,web,completed
1732,538,1,2025-07-28,marketplace,refunded
1733,583,4,2026-07-15,web,completed
1734,403,4,2026-04-28,marketplace,refunded
1735,505,4,2026-02-24,web,completed
1736,35,5,2025-12-15,marketplace,completed
1737,321,5,2026-09-18,web,completed
1738,277,7,2026-04-22,mobile_app,cancelled
1739,441,1,2026-07-15,web,completed
1740,323,4,2026-06-28,web,completed
1741,322,4,2025-07-17,web,refunded
1742,104,2,2025-09-21,marketplace,cancelled
1743,576,1,2026-06-25,web,completed
1744,448,4,2026-02-22,marketplace,completed
1745,526,3,2026-08-24,web,completed
1746,51,4,2026-08-04,marketplace,cancelled
1747,278,6,2026-05-07,marketplace,completed
1748,207,1,2026-06-17,marketplace,cancelled
1749,394,2,2026-06-23,mobile_app,completed
1750,536,6,2026-02-08,mobile_app,completed
1751,396,7,2026-07-27,marketplace,completed
1752,362,3,2026-08-07,web,completed
1753,148,4,2026-07-05,web,refunded
1754,21,1,2026-06-05,marketplace,completed
1755,341,4,2026-05-05,web,completed
1756,590,5,2026-08-08,mobile_app,completed
1757,277,6,2026-08-30,web,completed
1758,229,6,2026-05-15,marketplace,cancelled
1759,363,5,2026-06-20,marketplace,completed
1760,320,2,2026-08-16,marketplace,completed
1761,69,5,2026-06-18,marketplace,refunded
1762,284,3,2025-08-01,web,completed
1763,562,5,2025-12-08,web,cancelled
1764,187,2,2026-08-08,mobile_app,completed
1765,554,3,2026-09-09,mobile_app,completed
1766,157,3,2026-06-11,web,completed
1767,37,5,2026-08-31,marketplace,completed
1768,509,2,2026-08-07,marketplace,completed
1769,310,7,2026-04-29,web,completed
1770,160,8,2026-09-12,mobile_app,completed
1771,409,1,2026-09-03,marketplace,completed
1772,397,2,2026-06-24,marketplace,cancelled
1773,38,3,2025-12-31,web,completed
1774,448,8,2026-05-05,web,completed
1775,524,4,2026-05-29,web,refunded
1776,175,6,2026-03-09,mobile_app,completed
1777,34,2,2026-05-11,marketplace,completed
1778,79,8,2026-07-04,web,completed
1779,331,8,2026-03-25,web,completed
1780,462,1,2026-07-03,web,completed
1781,270,5,2026-06-06,web,refunded
1782,443,6,2026-06-11,mobile_app,refunded
1783,597,3,2026-09-12,marketplace,completed
1784,214,2,2026-05-06,mobile_app,completed
1785,261,7,2026-03-23,mobile_app,completed
1786,299,5,2026-07-29,mobile_app,refunded
1787,558,8,2026-08-15,mobile_app,completed
1788,566,5,2025-06-26,web,completed
1789,60,4,2026-07-27,marketplace,completed
1790,248,1,2026-04-16,web,cancelled
1791,387,2,2026-09-07,web,completed
1792,33,3,2026-05-26,web,cancelled
1793,449,7,2026-03-27,mobile_app,completed
1794,312,2,2026-04-24,mobile_app,cancelled
1795,405,5,2026-09-12,web,completed
1796,366,7,2026-05-20,marketplace,refunded
1797,95,1,2025-10-23,web,completed
1798,409,4,2026-09-15,marketplace,completed
1799,247,6,2026-03-09,mobile_app,completed
1800,469,6,2026-07-06,web,completed
1801,297,5,2026-07-05,web,completed
1802,53,8,2025-06-10,web,completed
1803,87,2,2025-11-23,mobile_app,completed
